"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"ADCY3",4.55569828593047e-14,0.424144196180104,0.29,0.197,1.75877288026632e-09,"Meso 5"
"SRP9",5.24862648059804e-65,0.424042843343625,0.97,0.895,2.02628473909968e-60,"Meso 5"
"ACP3",9.37859993561683e-20,0.423937903913651,0.282,0.172,3.62070229114423e-15,"Meso 5"
"HRAS",2.24958300898601e-14,0.422876721126957,0.331,0.229,8.68474016449139e-10,"Meso 5"
"CLSTN1",3.16444468760428e-21,0.422715390974411,0.576,0.438,1.22166551609651e-16,"Meso 5"
"PLEKHA5",2.14305147374282e-54,0.422696349352596,0.969,0.929,8.27346451953152e-50,"Meso 5"
"CYTH2",3.05463332672155e-15,0.422674826043299,0.406,0.295,1.17927174211412e-10,"Meso 5"
"SLC18B1",6.64290841710596e-11,0.4226293719167,0.281,0.202,2.56456122350793e-06,"Meso 5"
"CAPRIN2",1.20202654308582e-11,0.422187338809497,0.255,0.176,4.6405436722371e-07,"Meso 5"
"IFI27L1",1.57798228521562e-16,0.421893246003944,0.454,0.34,6.09195841030341e-12,"Meso 5"
"ZDHHC3",3.25328090472094e-15,0.421781241589495,0.481,0.371,1.25596162607656e-10,"Meso 5"
"CLSPN",7.65181285000392e-17,0.42161844504442,0.28,0.182,2.95405886887251e-12,"Meso 5"
"AASS",2.43320665886899e-26,0.421567087841765,0.552,0.395,9.39363762722963e-22,"Meso 5"
"KHDRBS3",1.0960160013915e-21,0.421446532325112,0.594,0.462,4.23127937497202e-17,"Meso 5"
"UNC5C",7.17220435443443e-29,0.421287756363347,0.493,0.333,2.76890121307296e-24,"Meso 5"
"STXBP4",3.15293526439802e-16,0.421081114568946,0.444,0.328,1.2172221881735e-11,"Meso 5"
"ICMT",2.88660041258903e-08,0.420324524111644,0.303,0.234,0.00111440095528412,"Meso 5"
"NTPCR",9.73012698947743e-23,0.419721426643424,0.666,0.526,3.75641282555766e-18,"Meso 5"
"ZCCHC8",1.4208887777548e-16,0.418946165041983,0.422,0.304,5.48548321540017e-12,"Meso 5"
"DNAJC8",2.90721465961442e-36,0.418365765036467,0.862,0.739,1.12235929149074e-31,"Meso 5"
"PSMC2",4.27688130283344e-19,0.418287909638907,0.541,0.413,1.65113279577188e-14,"Meso 5"
"AP2B1",6.32791824878296e-33,0.418141120155752,0.847,0.73,2.44295611912515e-28,"Meso 5"
"PYGO1",7.74386574505585e-20,0.417899994110837,0.43,0.298,2.98959680953626e-15,"Meso 5"
"ATF2",3.34759386361938e-31,0.417481124076612,0.726,0.571,1.2923720869889e-26,"Meso 5"
"ZNF559",6.96062671930509e-10,0.417454197893566,0.254,0.182,2.68721955125492e-05,"Meso 5"
"SLC39A9",1.17968661788426e-14,0.417291540162296,0.47,0.357,4.55429815700398e-10,"Meso 5"
"PPP4R1",2.63034489292729e-23,0.416930250531537,0.62,0.465,1.01547094936351e-18,"Meso 5"
"ANAPC11",1.33894792594592e-59,0.416804416630181,0.966,0.871,5.16914236290681e-55,"Meso 5"
"MRFAP1",1.53553884610938e-49,0.416597868249414,0.927,0.833,5.92810126928986e-45,"Meso 5"
"FUT11",7.98377914704581e-14,0.416593181792263,0.332,0.235,3.0822177775085e-09,"Meso 5"
"WASHC5",2.89146350196586e-09,0.416188471049063,0.319,0.245,0.000111627839956894,"Meso 5"
"HDGFL2",1.4323907657492e-28,0.415878331365012,0.771,0.633,5.52988779025137e-24,"Meso 5"
"PBX3",2.26719882075322e-43,0.415437806823728,0.833,0.669,8.75274776739987e-39,"Meso 5"
"ARL2",1.7099857833618e-33,0.415138533924938,0.868,0.738,6.60157111524656e-29,"Meso 5"
"SNRNP40",1.06386729615831e-31,0.414863077339942,0.772,0.604,4.10716608354878e-27,"Meso 5"
"RBM23",6.18529434695411e-14,0.413526217139807,0.36,0.257,2.3878947355851e-09,"Meso 5"
"TMX2",1.07698883507547e-20,0.413325913492112,0.526,0.387,4.15782309669237e-16,"Meso 5"
"TCP1",5.05034715180401e-38,0.413304016369095,0.871,0.721,1.94973702142546e-33,"Meso 5"
"NUP88",5.12269977114245e-13,0.413283681142097,0.375,0.276,1.97766947364726e-08,"Meso 5"
"C3orf38",1.02573896945492e-15,0.412895250200328,0.457,0.344,3.95996786547766e-11,"Meso 5"
"OXSR1",8.99496325848563e-15,0.41230163381065,0.514,0.4,3.47259551557096e-10,"Meso 5"
"G3BP1",3.2882744167996e-36,0.411877464260406,0.848,0.71,1.26947122134965e-31,"Meso 5"
"SNRPD1",3.0897148142882e-60,0.411833161058135,0.968,0.893,1.1928153012041e-55,"Meso 5"
"GJC1",6.52998494670118e-16,0.411832413019075,0.427,0.307,2.52096598852346e-11,"Meso 5"
"DDX6",2.28778108202507e-27,0.411588200413741,0.752,0.605,8.83220764526599e-23,"Meso 5"
"CCAR1",5.1693372287288e-30,0.411227881822116,0.774,0.642,1.99567433052304e-25,"Meso 5"
"PCMT1",5.67118106802757e-39,0.411210851656245,0.89,0.746,2.18941616312272e-34,"Meso 5"
"NDUFAF3",8.50642807869236e-23,0.411198509279399,0.673,0.542,3.28399162405997e-18,"Meso 5"
"ZNF24",4.20410861981151e-15,0.410972608664733,0.462,0.345,1.62303817376443e-10,"Meso 5"
"MPRIP",2.11110528448825e-23,0.41005977725489,0.618,0.465,8.15013306129534e-19,"Meso 5"
"ZNF3",6.11059564227522e-12,0.409732897839036,0.312,0.223,2.35905655365677e-07,"Meso 5"
"TPR",5.68012156084963e-34,0.409343645607647,0.86,0.729,2.19286772978161e-29,"Meso 5"
"EIF5A",1.1875281964395e-33,0.409273430895024,0.911,0.804,4.58457135517433e-29,"Meso 5"
"NUDC",7.23737471782743e-35,0.408821720807367,0.861,0.726,2.79406088356446e-30,"Meso 5"
"EMP2",6.26692897619913e-26,0.408650307876131,0.655,0.502,2.41941060055144e-21,"Meso 5"
"KDM1A",4.03576827074231e-38,0.408602383815797,0.868,0.735,1.55804869860277e-33,"Meso 5"
"GANC",6.99020197919796e-11,0.408515988433943,0.25,0.175,2.69863737608917e-06,"Meso 5"
"C17orf49",7.57111880718616e-35,0.40842417429264,0.837,0.707,2.92290612670229e-30,"Meso 5"
"DYNC1I2",1.22847239211404e-38,0.407335997116175,0.881,0.759,4.74264051699546e-34,"Meso 5"
"COPS8",2.23141328454699e-28,0.407245067011847,0.735,0.605,8.61459412632212e-24,"Meso 5"
"RNF34",1.61761195400918e-15,0.407193336268192,0.478,0.357,6.24495270964783e-11,"Meso 5"
"SSH1",6.67097734857341e-19,0.407183912091723,0.511,0.378,2.57539751519025e-14,"Meso 5"
"IDI1",1.12657852289716e-17,0.406936166491634,0.567,0.439,4.34926904549677e-13,"Meso 5"
"LEO1",1.58659671398596e-14,0.406284554003887,0.399,0.293,6.12521527401419e-10,"Meso 5"
"SRSF2",4.85979719597682e-37,0.406150662018178,0.908,0.796,1.87617330547881e-32,"Meso 5"
"HMGXB4",1.22396997059827e-22,0.405844840480481,0.592,0.436,4.72525846849169e-18,"Meso 5"
"FKBP3",1.90453946999753e-42,0.405800961384062,0.9,0.78,7.35266507787247e-38,"Meso 5"
"KHDRBS1",1.22599168859921e-74,0.40550873854516,0.974,0.928,4.73306351300612e-70,"Meso 5"
"MRPL16",1.10593547468135e-17,0.405419916730523,0.628,0.513,4.26957449355481e-13,"Meso 5"
"WDR48",1.3823710070975e-18,0.405355483476968,0.498,0.365,5.33678151000061e-14,"Meso 5"
"HOMER3",5.19599978330823e-13,0.405161477361511,0.399,0.299,2.00596767634398e-08,"Meso 5"
"DPYSL2",1.56127600728617e-22,0.404902970722042,0.636,0.491,6.027462153729e-18,"Meso 5"
"ZC3H7A",4.58588412408912e-20,0.404670431245106,0.511,0.374,1.77042642494584e-15,"Meso 5"
"KLF12",1.22730457633963e-23,0.404554973228962,0.695,0.568,4.73813204741677e-19,"Meso 5"
"PA2G4",2.91649035809162e-28,0.404422573064413,0.822,0.701,1.12594026764485e-23,"Meso 5"
"MAZ",1.41504595471458e-24,0.404360828774941,0.702,0.557,5.46292641277111e-20,"Meso 5"
"TBCB",1.12239155727367e-50,0.404186862059395,0.943,0.852,4.33310484601072e-46,"Meso 5"
"INIP",3.13143023131187e-13,0.404026176814033,0.375,0.277,1.20891995510026e-08,"Meso 5"
"RCOR2",1.07725266245423e-10,0.40371974075318,0.268,0.188,4.1588416286708e-06,"Meso 5"
"KDM3B",2.38088304593629e-27,0.403467975157633,0.72,0.576,9.19163708714164e-23,"Meso 5"
"ZC2HC1A",1.07230157778778e-31,0.403438337202163,0.745,0.58,4.13972747120751e-27,"Meso 5"
"CPSF2",8.15113772741112e-15,0.403391755330876,0.463,0.354,3.14682823104434e-10,"Meso 5"
"CCDC14",4.06128613411765e-24,0.403373085497223,0.635,0.487,1.56790012493746e-19,"Meso 5"
"CCDC59",2.53813051200251e-19,0.403296925450214,0.61,0.48,9.79870665463688e-15,"Meso 5"
"HS3ST3B1",2.41981499769538e-14,0.403197112538698,0.262,0.171,9.34193778010278e-10,"Meso 5"
"EXOC5",2.55392556908742e-21,0.402865518888428,0.611,0.468,9.8596850520189e-17,"Meso 5"
"SC5D",8.96919717151054e-22,0.402839555684942,0.643,0.505,3.46264826003336e-17,"Meso 5"
"CRNKL1",1.45282258114024e-14,0.402761344507652,0.391,0.283,5.60876685675002e-10,"Meso 5"
"EEIG2",9.62087209290302e-13,0.402062069624275,0.312,0.22,3.71423388018614e-08,"Meso 5"
"HINT2",9.85659785669336e-09,0.401440312874866,0.354,0.281,0.000380523816855504,"Meso 5"
"ZNF611",2.2514616073139e-21,0.401258171172906,0.562,0.412,8.69199268119605e-17,"Meso 5"
"DGCR2",2.83470325314787e-13,0.401167258233165,0.415,0.314,1.09436553791027e-08,"Meso 5"
"BRD7",1.73992387943343e-27,0.401058651847342,0.776,0.617,6.71715012894068e-23,"Meso 5"
"SLC35B4",1.00042301306608e-09,0.400571355575407,0.283,0.207,3.86223308424292e-05,"Meso 5"
"UBA3",1.10713655788244e-17,0.399791241486318,0.574,0.441,4.27421139536096e-13,"Meso 5"
"NAV1",1.28646780038506e-17,0.399572797331141,0.636,0.519,4.96653759016655e-13,"Meso 5"
"SLC35E3",5.64134017351869e-15,0.39952983744908,0.436,0.324,2.17789578738862e-10,"Meso 5"
"HAUS2",1.36369881620476e-12,0.399260996392984,0.343,0.248,5.26469564984008e-08,"Meso 5"
"POLG2",9.32862197024704e-08,0.398441932282396,0.33,0.257,0.00360140779783357,"Meso 5"
"NME6",1.02980476022164e-10,0.397772998208485,0.312,0.229,3.97566425731166e-06,"Meso 5"
"DYNC2I2",3.27733419732112e-11,0.397001237526329,0.283,0.202,1.26524764021779e-06,"Meso 5"
"PCDH17",5.70525648942448e-14,0.396402110887238,0.437,0.333,2.20257132030721e-09,"Meso 5"
"MRPL13",1.47809038492515e-24,0.39607969223032,0.746,0.6,5.70631574004204e-20,"Meso 5"
"FKBP1B",1.11601404932994e-15,0.395991729284359,0.493,0.372,4.30848383884316e-11,"Meso 5"
"USP39",1.30716895096206e-12,0.395856316115744,0.435,0.335,5.04645645208412e-08,"Meso 5"
"ZNF516",2.37282912569776e-27,0.395434411115624,0.681,0.527,9.16054412266876e-23,"Meso 5"
"SESN3",1.51959366575682e-29,0.395329861770134,0.712,0.552,5.86654330602079e-25,"Meso 5"
"VPS4A",1.16339093921796e-11,0.395113048294016,0.403,0.311,4.49138705994487e-07,"Meso 5"
"ZNF710",6.15034319125008e-12,0.394849883823581,0.333,0.245,2.374401492414e-07,"Meso 5"
"CARM1",2.56611509196068e-12,0.394804297733892,0.376,0.283,9.90674392402342e-08,"Meso 5"
"MAGOH",1.13846297816666e-27,0.394560897824276,0.816,0.688,4.39515017351023e-23,"Meso 5"
"DET1",4.82623996076604e-13,0.394368214855525,0.273,0.185,1.86321819925334e-08,"Meso 5"
"NRAS",8.85230532292179e-16,0.394295213523826,0.557,0.44,3.41752099296718e-11,"Meso 5"
"RAB11B",8.32617111574332e-23,0.393929795002006,0.665,0.537,3.21440162094387e-18,"Meso 5"
"TAGLN2",1.9501839918343e-16,0.3937307209984,0.62,0.513,7.52888031887551e-12,"Meso 5"
"RBM28",7.73821213996531e-13,0.39353172265328,0.417,0.314,2.98741417875501e-08,"Meso 5"
"ASB1",1.49193601488463e-10,0.393097215727389,0.278,0.201,5.75976817906362e-06,"Meso 5"
"PLEKHA8",2.4822881907662e-13,0.392665961160737,0.459,0.354,9.583121789272e-09,"Meso 5"
"ANP32B",5.26243605290616e-72,0.39257713651669,0.984,0.941,2.03161606258495e-67,"Meso 5"
"CA14",2.20684683679476e-12,0.392328962914065,0.305,0.215,8.51975289812985e-08,"Meso 5"
"ENSG00000249456",5.72104116632683e-09,0.391996812726103,0.377,0.298,0.000220866515267213,"Meso 5"
"ING3",8.11936833597568e-12,0.391649638381355,0.305,0.217,3.13456333978677e-07,"Meso 5"
"PLEKHM2",8.19832255385155e-16,0.391283247303493,0.45,0.329,3.16504440513993e-11,"Meso 5"
"OTUD3",1.15997504200301e-09,0.391142234471045,0.254,0.182,4.47819964715683e-05,"Meso 5"
"ARPP19",2.35749148871909e-28,0.390977816134496,0.838,0.707,9.10133164134893e-24,"Meso 5"
"HLTF",3.64034033640778e-20,0.39096938689114,0.635,0.507,1.40538979027359e-15,"Meso 5"
"NUP160",1.47879187404105e-16,0.390796087751748,0.542,0.413,5.70902390892286e-12,"Meso 5"
"ARHGEF11",1.075480248948e-11,0.39035801908652,0.488,0.387,4.15199904908865e-07,"Meso 5"
"NAA30",1.10667010036378e-08,0.389924126613023,0.321,0.249,0.000427241058946439,"Meso 5"
"VPS26B",1.08980339548382e-10,0.389798924472226,0.354,0.269,4.20729498860483e-06,"Meso 5"
"PTMA",1.17277195074342e-127,0.389250034532882,1,0.997,4.52760339304006e-123,"Meso 5"
"ICE2",7.58054890884424e-16,0.388898307380327,0.47,0.351,2.92654671174841e-11,"Meso 5"
"SNRPC",5.34253694565065e-38,0.388347024934729,0.917,0.809,2.06253981323789e-33,"Meso 5"
"TECRL",3.6662838145308e-21,0.388175054595655,0.322,0.201,1.41540552943776e-16,"Meso 5"
"SLTM",1.84514583304512e-25,0.388117520031201,0.766,0.624,7.12337000305398e-21,"Meso 5"
"GPN1",8.71532173833079e-16,0.388036710851572,0.435,0.318,3.36463711029998e-11,"Meso 5"
"LSM6",8.60845304343751e-36,0.387825443021485,0.892,0.757,3.32337938194948e-31,"Meso 5"
"ZC3H6",2.43346003973095e-13,0.387822370705695,0.385,0.283,9.3946158293853e-09,"Meso 5"
"SNTB2",6.96459005683616e-12,0.387633538084189,0.385,0.289,2.68874963734217e-07,"Meso 5"
"HERPUD2",1.26387610021016e-15,0.387466488588275,0.414,0.299,4.87932007247134e-11,"Meso 5"
"POFUT1",2.96223252607453e-10,0.387420166479131,0.277,0.2,1.14359948901633e-05,"Meso 5"
"LMO4",6.74873305819134e-20,0.387413400825243,0.634,0.499,2.60541588444535e-15,"Meso 5"
"JPT2",2.50784750500624e-17,0.38735237194946,0.457,0.33,9.6817960778271e-13,"Meso 5"
"DGKZ",9.69979301296751e-12,0.387233356867402,0.388,0.291,3.74470209058624e-07,"Meso 5"
"UQCRFS1",2.05986300203275e-31,0.387192360281762,0.892,0.771,7.95230710564762e-27,"Meso 5"
"PIH1D1",1.5679077015394e-23,0.386865827998145,0.75,0.603,6.05306447256302e-19,"Meso 5"
"NOSIP",1.51337791470185e-20,0.386685040015543,0.616,0.471,5.84254677749796e-16,"Meso 5"
"LEMD3",1.035908681891e-13,0.386674731044494,0.41,0.303,3.99922905730839e-09,"Meso 5"
"YWHAQ",5.41101299949023e-58,0.38651077208455,0.966,0.909,2.0889756785832e-53,"Meso 5"
"PPP1R10",1.31698064111875e-24,0.386193229845358,0.773,0.645,5.08433546310303e-20,"Meso 5"
"UBE2D1",2.93484132600727e-17,0.38615944734404,0.593,0.467,1.13302484231836e-12,"Meso 5"
"ZNF714",3.61124625636657e-21,0.38585475076322,0.592,0.442,1.39415772973288e-16,"Meso 5"
"COX11",6.39607735085005e-13,0.385819597225655,0.437,0.333,2.46926962206917e-08,"Meso 5"
"EXOSC6",3.76794342712207e-18,0.385745510780622,0.617,0.483,1.45465223947474e-13,"Meso 5"
"ALDH7A1",1.40868111269762e-31,0.38508184178813,0.83,0.687,5.43835430368042e-27,"Meso 5"
"CRABP2",5.23831871249723e-25,0.385075823060756,0.826,0.717,2.02230532214668e-20,"Meso 5"
"PSMB3",3.16104497023374e-56,0.38500691638154,0.978,0.926,1.22035302120844e-51,"Meso 5"
"CFL1",1.11091607276753e-93,0.384574251929035,0.998,0.988,4.28880259052633e-89,"Meso 5"
"TEAD2",1.5444292453678e-19,0.384136953046992,0.576,0.43,5.96242354466692e-15,"Meso 5"
"DNMT3B",5.6897043923827e-35,0.384037870926389,0.511,0.333,2.19656727772326e-30,"Meso 5"
"PSMB2",1.77874279761909e-55,0.383984398153051,0.974,0.921,6.86701444448824e-51,"Meso 5"
"ZCCHC3",5.29460460198497e-17,0.38310088513988,0.558,0.431,2.04403505264232e-12,"Meso 5"
"DAAM1",1.02045861456405e-28,0.382823601047582,0.76,0.626,3.93958252738597e-24,"Meso 5"
"RAP2A",2.88122042297183e-16,0.382670976367768,0.529,0.405,1.11232395649251e-11,"Meso 5"
"ACSL4",8.30071406143772e-14,0.382652509953196,0.318,0.219,3.20457367055865e-09,"Meso 5"
"NUP62",1.2139597136391e-12,0.382459621029296,0.371,0.273,4.68661287047512e-08,"Meso 5"
"MARK2",7.53721737245034e-11,0.381925021573899,0.364,0.277,2.90981813880818e-06,"Meso 5"
"TRAPPC8",9.49291985020096e-14,0.381824086698909,0.48,0.37,3.66483663736858e-09,"Meso 5"
"ZBTB10",1.24117595381121e-14,0.381657587229769,0.46,0.347,4.79168388728356e-10,"Meso 5"
"CDT1",7.04040151657846e-23,0.381416050803119,0.376,0.241,2.71801740949028e-18,"Meso 5"
"METRN",2.21099744449092e-12,0.380865927539892,0.354,0.256,8.53577673420163e-08,"Meso 5"
"NTHL1",2.68820657693393e-10,0.380789288371871,0.338,0.253,1.03780903109111e-05,"Meso 5"
"SRGAP2C",5.93601993062273e-25,0.380710352633746,0.661,0.505,2.29165985441621e-20,"Meso 5"
"CHMP7",9.43901012471406e-08,0.380617657923741,0.269,0.205,0.00364402424874711,"Meso 5"
"NFIA",2.66551851332493e-18,0.380005002458815,0.416,0.291,1.02905007725422e-13,"Meso 5"
"UBAC1",3.00678879667306e-14,0.379529083749782,0.511,0.397,1.1608008828436e-09,"Meso 5"
"YARS1",1.01045656978463e-14,0.379330024461416,0.59,0.482,3.90096863331054e-10,"Meso 5"
"IGF2BP3",1.37311625494462e-43,0.379009851042819,0.931,0.856,5.30105261383922e-39,"Meso 5"
"EEFSEC",3.03166847477249e-13,0.378911864515443,0.38,0.281,1.17040593137067e-08,"Meso 5"
"INO80C",3.12717826833076e-14,0.378801842203508,0.523,0.408,1.20727844227177e-09,"Meso 5"
"ACTR2",1.01773216554137e-33,0.378583477576037,0.896,0.787,3.929056798289e-29,"Meso 5"
"SHKBP1",1.58407019904714e-09,0.378442039541487,0.267,0.194,6.11546141044139e-05,"Meso 5"
"RBM26",4.93303159903658e-25,0.37806900953318,0.772,0.643,1.90444617912406e-20,"Meso 5"
"CCDC124",2.46151806092233e-17,0.377918481896633,0.558,0.428,9.50293662599674e-13,"Meso 5"
"ZNF146",9.05952469637898e-19,0.377255824311874,0.601,0.463,3.49752010428407e-14,"Meso 5"
"TWSG1",2.41972756793323e-15,0.377214793708282,0.452,0.333,9.34160024876304e-11,"Meso 5"
"ITGB5",1.2463451096995e-22,0.377084250361795,0.685,0.538,4.8116399305059e-18,"Meso 5"
"DPH3",3.9001450321609e-22,0.376939356183997,0.672,0.533,1.50568999111604e-17,"Meso 5"
"ZRANB1",4.5793409923799e-13,0.376764223607364,0.493,0.383,1.76790038351818e-08,"Meso 5"
"FEZ1",1.23090068548761e-13,0.37668036826487,0.463,0.349,4.75201518639348e-09,"Meso 5"
"EIF2B1",8.58992844691213e-11,0.376414075536596,0.332,0.246,3.3162277762149e-06,"Meso 5"
"RPAP1",1.09268428584129e-07,0.376413817669213,0.293,0.226,0.0042184169539189,"Meso 5"
"COIL",4.56963563377328e-11,0.376312900441504,0.32,0.232,1.76415353277451e-06,"Meso 5"
"TBPL1",6.90884433698914e-18,0.37613517737482,0.592,0.461,2.66722844473803e-13,"Meso 5"
"WBP1",6.28507338404125e-18,0.375894366938029,0.527,0.386,2.42641543064296e-13,"Meso 5"
"XRCC4",1.15392969248009e-34,0.375667136451754,0.658,0.481,4.45486097078864e-30,"Meso 5"
"DDX23",2.97927021182854e-08,0.375579520807895,0.305,0.235,0.00115017705797853,"Meso 5"
"ZNF652",1.57864348560204e-23,0.375515285690106,0.764,0.633,6.09451104051523e-19,"Meso 5"
"DHX38",7.54283046108118e-10,0.375511620231137,0.28,0.205,2.911985127805e-05,"Meso 5"
"PRMT5",2.49200686401724e-16,0.37516420240384,0.549,0.425,9.62064169922497e-12,"Meso 5"
"CSNK1G2",3.81253469692678e-10,0.374873273252762,0.33,0.248,1.47186714509555e-05,"Meso 5"
"ZSWIM6",1.74133168504285e-23,0.374692541451751,0.776,0.638,6.72258510327642e-19,"Meso 5"
"ANO4",2.03177535937153e-17,0.373990093122403,0.312,0.204,7.84387195238973e-13,"Meso 5"
"HSPA8",1.10441866871997e-37,0.373933866527052,0.952,0.886,4.26371871246033e-33,"Meso 5"
"RAB1B",9.24420091207875e-14,0.373813041257265,0.425,0.319,3.56881620411712e-09,"Meso 5"
"SLF1",3.51311870513131e-13,0.373812924761557,0.393,0.291,1.35627460730299e-08,"Meso 5"
"GTPBP6",6.91741687002886e-13,0.37348259311252,0.438,0.335,2.67053795684334e-08,"Meso 5"
"SRRT",1.20654389517357e-10,0.373415493033246,0.417,0.328,4.6579833617071e-06,"Meso 5"
"WAC-AS1",7.13809122324738e-11,0.372581280451765,0.298,0.215,2.75573149764688e-06,"Meso 5"
"TCERG1",3.5820275863451e-24,0.372498727342291,0.751,0.613,1.38287756998439e-19,"Meso 5"
"CGNL1",1.53734131851824e-22,0.372498394647613,0.712,0.576,5.93505989427152e-18,"Meso 5"
"GNB1",4.49676424598917e-46,0.372345711525946,0.952,0.838,1.73602080480658e-41,"Meso 5"
"PRKDC",5.88146208370799e-42,0.372123880565311,0.914,0.803,2.27059725203631e-37,"Meso 5"
"MAF1",5.29935835528153e-17,0.372078652137807,0.688,0.558,2.04587028663999e-12,"Meso 5"
"DDX10",6.6312694603702e-22,0.37129747503435,0.569,0.42,2.56006788787052e-17,"Meso 5"
"KIAA1958",1.47640428668561e-27,0.37094383592974,0.871,0.764,5.69980638917846e-23,"Meso 5"
"SNRNP200",3.50356138847878e-19,0.370895948196142,0.642,0.502,1.35258490963612e-14,"Meso 5"
"ZNF281",1.94064874937953e-14,0.370739320170527,0.488,0.373,7.4920685618546e-10,"Meso 5"
"NUP43",9.92476322997654e-12,0.370511456910247,0.323,0.233,3.83155409256474e-07,"Meso 5"
"GPR137C",1.64720558801719e-14,0.370375581891677,0.435,0.323,6.35920189309917e-10,"Meso 5"
"EFNB2",9.15842395466676e-23,0.370325793254338,0.619,0.469,3.53570115193865e-18,"Meso 5"
"ERLIN2",9.93975566762949e-12,0.370240330302443,0.391,0.294,3.83734207304504e-07,"Meso 5"
"GTF3A",6.44540090778605e-17,0.370235557328833,0.663,0.536,2.48831147445988e-12,"Meso 5"
"ILVBL",2.40293302307697e-10,0.370085111842579,0.319,0.236,9.27676322889095e-06,"Meso 5"
"PSMB6",2.91910159668327e-43,0.370058314557158,0.96,0.871,1.12694836241554e-38,"Meso 5"
"DNMT1",9.88341067881976e-19,0.369967674818343,0.548,0.403,3.81558952666516e-14,"Meso 5"
"USP13",1.49158729478592e-40,0.369772775372097,0.592,0.387,5.75842191025051e-36,"Meso 5"
"UXS1",1.71842410425535e-12,0.369749897068538,0.417,0.317,6.63414809688819e-08,"Meso 5"
"MEN1",4.3340900649648e-09,0.36967807893962,0.301,0.225,0.000167321881048031,"Meso 5"
"ZNF649",9.073485151018e-10,0.369551495417692,0.275,0.201,3.50290967740201e-05,"Meso 5"
"UBTD2",8.68812333620902e-16,0.369301085444352,0.601,0.48,3.35413689517685e-11,"Meso 5"
"CDR2",1.85150921764561e-17,0.369026018298942,0.497,0.367,7.14793648564266e-13,"Meso 5"
"TPGS2",6.76884494167003e-27,0.369014410503157,0.767,0.606,2.61318027818113e-22,"Meso 5"
"HSPH1",4.36897093543092e-08,0.36894987493745,0.385,0.312,0.00168668491933246,"Meso 5"
"YLPM1",8.728932031425e-19,0.368808912902328,0.626,0.486,3.36989150005193e-14,"Meso 5"
"SREK1IP1",1.10809604507465e-12,0.368803961647626,0.504,0.394,4.2779155916152e-08,"Meso 5"
"CMTM7",9.14200141695498e-19,0.368571080963141,0.584,0.449,3.52936106702964e-14,"Meso 5"
"LINC01515",3.52711912914153e-13,0.367904497458853,0.585,0.494,1.36167961099638e-08,"Meso 5"
"CDK5RAP3",1.68522506976557e-14,0.367491043215241,0.448,0.333,6.50597990433696e-10,"Meso 5"
"SMARCB1",3.71804188450712e-19,0.367460223984172,0.77,0.647,1.43538724993282e-14,"Meso 5"
"AP1M1",2.93576984457385e-14,0.367127258089445,0.421,0.311,1.13338330619618e-09,"Meso 5"
"MLLT11",1.50954196830912e-13,0.366986433862477,0.484,0.372,5.82773772285419e-09,"Meso 5"
"PITPNC1",1.39082163116223e-13,0.366714286472763,0.512,0.402,5.36940598926492e-09,"Meso 5"
"FDFT1",2.61612746901062e-23,0.366653793536561,0.855,0.751,1.00998217068624e-18,"Meso 5"
"ROCK1",6.20864036809235e-30,0.366432413090568,0.819,0.697,2.39690770050573e-25,"Meso 5"
"FGD5-AS1",8.82374236777938e-13,0.36639221020584,0.464,0.361,3.40649397850491e-08,"Meso 5"
"DHX30",5.18055094796462e-11,0.366059475802315,0.42,0.32,2.00000349897122e-06,"Meso 5"
"PELI2",3.52118623385769e-28,0.366047015197671,0.74,0.583,1.3593891574431e-23,"Meso 5"
"AIDA",1.33734619591804e-14,0.365618678861242,0.487,0.371,5.16295872396117e-10,"Meso 5"
"ATG10",1.05014404883321e-19,0.365040125091516,0.672,0.538,4.0541861149255e-15,"Meso 5"
"NUP133",3.15263088481611e-11,0.365023244210058,0.401,0.307,1.21710467939211e-06,"Meso 5"
"FAM114A2",3.33125039009891e-08,0.364893204633428,0.266,0.198,0.00128606252560158,"Meso 5"
"PAQR8",4.26069269308609e-14,0.364766872400374,0.322,0.221,1.64488302109282e-09,"Meso 5"
"GABPB1-IT1",6.45006696155121e-10,0.364324778666121,0.301,0.222,2.49011285117646e-05,"Meso 5"
"AASDH",1.10864107470044e-12,0.36416959748222,0.38,0.282,4.28001973298852e-08,"Meso 5"
"AGO2",4.05171488660837e-19,0.362604142332634,0.636,0.494,1.56420504912403e-14,"Meso 5"
"ENSG00000291075",1.09313303823475e-09,0.36220898900198,0.35,0.268,4.22014940740906e-05,"Meso 5"
"SENP1",1.30547201643459e-10,0.362173932084313,0.297,0.215,5.03990526664736e-06,"Meso 5"
"IDS",2.5052009934896e-10,0.36143029249262,0.508,0.42,9.67157895546597e-06,"Meso 5"
"LIG3",7.31700271327382e-09,0.361322466685597,0.328,0.253,0.000282480206748649,"Meso 5"
"POLR2B",1.42101434346228e-17,0.361146865346591,0.639,0.522,5.4859679743705e-13,"Meso 5"
"PLAA",6.93335290059795e-14,0.360857086732357,0.559,0.446,2.67669022080484e-09,"Meso 5"
"RB1CC1",1.00943123576327e-18,0.360424277977338,0.738,0.625,3.89701022878767e-14,"Meso 5"
"BCL7A",3.25294570705042e-06,0.360390695267752,0.261,0.207,0.125583221966388,"Meso 5"
